"Name","Comment","DriverName","Location","PortName","Subnet","SubLocation"
"209CTSHP007","JASEWELL","HP Universal Printing PCL 5","BRASELTON MOB 201","172.26.41.156","172.26.40.0","MOB - M2010"
"209CTSHP006","JASEWELL","HP Universal Printing PCL 5","BRASELTON MOB 201","172.26.41.155","172.26.40.0","MOB - M2010"
"232UCDXR501","NGPG Dacula
Nurse's Station","Xerox GPD PCL6 V3.9.520.6.0","NGPG Dacula","172.19.64.155","172.19.64.0","NGPG - Dacula Data"
"209CTSHP005","JASEWELL","HP Universal Printing PCL 5","BRASELTON MOB 201","172.26.41.154","172.26.40.0","MOB - M2010"
"MCOP2-Path-HP","","HP Universal Printing PCL 5","","172.20.24.182","172.20.24.0","OPT 2nd Floor"
"MB-3C-CASE-P70A","S3D","Xerox GPD PCL6 V3.9.520.6.0","S3D Case Managment","172.25.50.154","172.25.50.0","SPT Data S3E-IDF"
"232UCDXR500","NGPG Dacula
Front Desk","Xerox GPD PCL6 V3.9.520.6.0","NGPG Dacula","172.19.64.154","172.19.64.0","NGPG - Dacula Data"
"209CTSHP004","JASEWELL","HP Universal Printing PCL 5","BRASELTON MOB 201","172.26.41.153","172.26.40.0","MOB - M2010"
"209CTSHP003","JASEWELL","HP Universal Printing PCL 5","BRASELTON MOB 201","172.26.41.152","172.26.40.0","MOB - M2010"
"232PRIHP006","grlewis","HP Universal Printing PCL 5","Dacula Urgent Care","172.19.64.208","172.19.64.0","NGPG - Dacula Data"
"209CTSHP002","JASEWELL","HP Universal Printing PCL 5","BRASELTON MOB 201","172.26.41.151","172.26.40.0","MOB - M2010"
"232PRIHP005","grlewis","HP Universal Printing PCL 5","Dacula Urgent Care","172.19.64.206","172.19.64.0","NGPG - Dacula Data"
"209CTSHP001","JASEWELL","HP Universal Printing PCL 5","BRASELTON MON 201","172.26.41.150","172.26.40.0","MOB - M2010"
"232PRIHP004","JASEWELL","HP Universal Printing PCL 5","NGPG DACULA","172.19.64.216","172.19.64.0","NGPG - Dacula Data"
"208NGPXR500","NGPG-DALII-E","Xerox GPD PCL6 V3.9.520.6.0","NGPG Dahlonega II","172.19.88.155","172.19.88.0","NGPG-Dahlonega-internal medicine"
"208NGPHP505","NGPG-DALII-G","HP Universal Printing PCL 5","NGPG Dahlonega II","172.19.88.157","172.19.88.0","NGPG-Dahlonega-internal medicine"
"MCSGC-ACR-A-P707","Created by GRLEWIS - PowerShell","Dell 2330dn Laser Printer","","WSD-bbd67820-0088-451c-91b1-fe99b0e23d1d.003e","Unknown PortName","Unknown"
"208NGPHP504","NGPG-DALII-F","HP Universal Printing PCL 5","NGPG Dahlonega II","172.19.88.156","172.19.88.0","NGPG-Dahlonega-internal medicine"
"208NGPHP503","NGPG-DALII-D","HP Universal Printing PCL 5","NGPG Dahlonega II","172.19.88.150","172.19.88.0","NGPG-Dahlonega-internal medicine"
"404LD1XP001","","Xerox GPD PCL6 V3.9.520.6.0","","172.24.222.166","172.24.222.0","OAK-ADMIN-TRAILERS-DATA"
"208NGPHP502","NGPG-DALII-C","HP Universal Printing PCL 5","NGPG Dahlonega II","172.19.88.151","172.19.88.0","NGPG-Dahlonega-internal medicine"
"208NGPHP501","NGPG-DALII-B","HP Universal Printing PCL 5","NGPG Dahlonega II","172.19.88.153","172.19.88.0","NGPG-Dahlonega-internal medicine"
"208NGPHP500","NGPG-DALII-A","HP Universal Printing PCL 5","NGPG Dahlonega II","172.19.88.152","172.19.88.0","NGPG-Dahlonega-internal medicine"
"208NGPHP007","Manager Color Printer","HP Universal Printing PCL 5","Dahlonega 2","172.19.88.60","172.19.88.0","NGPG-Dahlonega-internal medicine"
"247TRAHP002","5/19/17 - APC","HP Universal Printing PCL 5","NGPG Trauma Clinic - Exam Room 2","172.25.107.154","172.25.107.0","NGPG-TRAUMA-Sherwood-Data"
"208NGPHP006","JASEWELL","HP Universal Printing PCL 5","NGPG DAHLONEGA 2","172.19.88.185","172.19.88.0","NGPG-Dahlonega-internal medicine"
"MCN1G-CME-B","HP LJ PRO 200 Color","HP Universal Printing PCL 5","N1G Behind Library, Katrina Bailey's office","172.23.110.96","172.23.110.0","NPT1-1 DATA"
"247TRAHP001","5/19/17 - APC","HP Universal Printing PCL 5","NGPG Trauma Clinic - Exam Room 1","172.25.107.153","172.25.107.0","NGPG-TRAUMA-Sherwood-Data"
"208NGPHP005","JASEWELL","HP Universal Printing PCL 5","NGPG DAHLONEGA 2","172.19.88.184","172.19.88.0","NGPG-Dahlonega-internal medicine"
"MCN1G-CME-A","HP LJ 2100 Jet D (HP LaserJet 2100 Series)","HP Universal Printing PCL 5","N1G Behind Library, CME office A","172.23.110.4","172.23.110.0","NPT1-1 DATA"
"208NGPHP004","JASEWELL","HP Universal Printing PCL 5","NGPG DAHLONEGA 2","172.19.88.183","172.19.88.0","NGPG-Dahlonega-internal medicine"
"NGPG-JJM13-ADM-F","mwdetraz  5/2/2012","HP Universal Printing PCL 5","MP1 3rd Floor Front Desk Area","172.19.52.182","172.19.52.0","OIC 3rd Floor Data"
"208NGPHP003","JASEWELL","HP Universal Printing PCL 5","NGPG DAHLONEGA 2","172.19.88.182","172.19.88.0","NGPG-Dahlonega-internal medicine"
"208NGPHP002","JASEWELL","HP Universal Printing PCL 5","NGPG DAHLONEGA 2","172.19.88.181","172.19.88.0","NGPG-Dahlonega-internal medicine"
"NGPG-JJM13-ADM-D","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.19.52.169","172.19.52.0","OIC 3rd Floor Data"
"208NGPHP001","JASEWELL","HP Universal Printing PCL 5","NGPG DAHLONEGA 2","172.19.88.180","172.19.88.0","NGPG-Dahlonega-internal medicine"
"NGPG-JJM13-ADM-C","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.9.520.6.0","MP1 3rd Floor Front Desk Area","172.19.52.168","172.19.52.0","OIC 3rd Floor Data"
"MCS1E-GUESTSERVICES","SETUP WHEN BED CONTROL MOVED TO NEW LOCATION ON S1D","Xerox GPD PCL6 V3.9.520.6.0","MCS1E-GUEST SERVICES","172.25.20.115","172.25.20.0","SPT Data ED-RedHall-IDF"
"207UROXR502","MedPark1 Urology
2nd Floor","Xerox GPD PCL6 V3.9.520.6.0","MedPark1 Urology","172.19.72.173","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"207UROXR501","Created by GRLEWIS - PS","Xerox GPD PCL6 V3.9.520.6.0","MED PLAZA 1 - GAINESVILLE","172.19.72.175","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"207UROHP023","Gainesville
Med Park 1","HP Universal Printing PCL 5","Urology","172.19.72.176","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-JJM11-J","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.9.520.6.0","MP1 Suite 110 Front Desk","172.19.54.159","172.19.54.0","Rios Suite"
"207UROHP022","Created by GRLEWIS - PS","HP Universal Printing PCL 5","MP1 - Uro - Managers Office","172.19.72.174","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-JJM11-I","mwdetraz  5/3/2012","HP Universal Printing PCL 5","MP1 Suite 110","172.19.54.158","172.19.54.0","Rios Suite"
"207UROHP021","Created by GRLEWIS - PS","HP Universal Printing PCL 5","MP1 Urology Provider 2 Office","172.19.72.177","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-JJM11-H","mwdetraz  5/3/2012","HP Universal Printing PCL 5","MP1 Suite 110","172.19.54.157","172.19.54.0","Rios Suite"
"207UROHP018","Created by GRLEWIS - PS","HP Universal Printing PCL 5","MP1 200 Lab","172.19.72.178","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-CLEV-G","NGPG Cleveland (Referral Office)","Xerox GPD PCL6 V3.9.520.6.0","NGPG Cleveland ","172.19.34.177","172.19.34.0","Cleveland NGPG Data"
"207UROHP015","Urology 2nd Floor
Med Park 1
Gainesville","HP Universal Printing PCL 5","Med Park 1","172.19.72.156","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-CLEV-D","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Cleveland","172.19.34.181","172.19.34.0","Cleveland NGPG Data"
"MCSGD-PLO-A","CREATED BY BOBBY WOODY 4-23-12","HP Universal Printing PCL 5","SGD PLANT OPS, STEVEN KENTS OFFICE","172.25.6.153","172.25.6.0","SPT Data Call-Ctr-IDF"
"207OBGXR504","CCLANGMA - 1/22/2019","Xerox GPD PCL6 V3.9.520.6.0","Medical Park 1 Suite 200 OBGYN","172.19.72.204","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"216NGPHP518","","HP Universal Printing PCL 5","NGPG Cleveland","172.19.34.169","172.19.34.0","Cleveland NGPG Data"
"207OBGXR502","NGPG-MP12-OB-Phone Triage","Xerox GPD PCL6 V3.9.520.6.0","MED PARK 1 - OB/GYN","172.19.72.181","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-HCHD-L","Hall County Health Dept","Xerox GPD PCL6 V3.9.520.6.0","Hall County Health Dept","172.19.21.162","172.19.21.0","Hall Co Health Dept"
"216NGPHP516","NGPG-CLEV-P86E","HP Universal Printing PCL 5","NGPG Cleveland","172.19.34.155","172.19.34.0","Cleveland NGPG Data"
"207OBGHP027","CCLANGMA - 10/2/2019","HP Universal Printing PCL 5","Med Park 1 OBGYN Call Center","172.19.72.132","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"214HC4HP502","Created by GRLEWIS - PS","HP Universal Printing PCL 5","Wisteria 4 EP Clinic","172.30.60.194","172.30.60.0","Heart Center - Outpatient - 2nd Floor - Datat"
"207OBGHP026","Created by GRLEWIS - PS","HP Universal Printing PCL 5","MP1 S200 Financial Counsel Office","172.19.72.130","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"MCSGC-DIETARY-P80F","Created by Alex on 02/28/2012","Xerox GPD PCL6 V3.9.520.6.0","SGC Dietary Work Area","172.25.12.191_1","172.25.12.0","SPT Data NICU-IDF"
"207OBGHP025","Created by GRLEWIS - PS","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.121","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"214HC4HP500","Created by GRLEWIS - PS","HP Universal Printing PCL 5","Wisteria EP Clinic","172.20.58.153","172.20.58.0","172-20-58-0_Subnet"
"207OBGHP022","CCLANGMA - 3/6/2019","HP LaserJet 200 color M251 PCL 6","Sonya Sloan Office","172.19.72.132","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"207OBGHP001","REPLACING: NGPG-MP12-OB-Ex-A","HP Universal Printing PCL 5","Med Park - Gainesville - 2nd Floor - OBG","172.19.72.100","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"207NGPXR506","Xerox","Xerox GPD PCL6 V3.9.520.6.0","MP1 Suite 300","172.19.53.236","172.19.52.0","OIC 3rd Floor Data"
"207NGPHP524","MED PARK 1, 3RD FLOOR","HP Universal Printing PCL 5","PAIN MED","172.19.52.74","172.19.52.0","OIC 3rd Floor Data"
"216NGPHP515","NGPG-CLEV-LJ-1","HP Universal Printing PCL 5","NGPG Cleveland","172.19.34.153","172.19.34.0","Cleveland NGPG Data"
"207OBGXR501","ONCOLOGY - TOUCHDOWN XEROX","Xerox GPD PCL6 V3.9.520.6.0","MED PARK 1","172.19.72.180","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"207NGPHP523","FAMILY MEDICINE, PROVIDERS TOUCHDOWN","HP Universal Printing PCL 5","MED PARK 1, 3RD FLOOR","172.19.52.7","172.19.52.0","OIC 3rd Floor Data"
"225NGPHP505","NGPG-WAUKA-LAB","HP Universal Printing PCL 5","Wauka Mountain Lab Map p7","172.19.17.157","172.19.17.0","WakauMtn-Data"
"216NGPHP514","NGPG-CLEV-K","HP Universal Printing PCL 5","NGPG Cleveland","172.19.34.194","172.19.34.0","Cleveland NGPG Data"
"207NGPHP521","Med Park1 3rd Floor Ortho","HP Universal Printing PCL 5","Med Park1 3rd Floor Ortho","172.19.53.85_1","172.19.52.0","OIC 3rd Floor Data"
"PAT_ACCT_ARDIR","CREATED BY BOBBY WOODY 3/2/2012","HP Universal Printing PCL 5","1405-1 PATIENT ACCOUNTS","172.20.70.160","172.20.70.0","1405 Top Floor"
"404LC1XP001","","Xerox GPD PCL6 V3.9.520.6.0","","172.24.222.171","172.24.222.0","OAK-ADMIN-TRAILERS-DATA"
"225NGPHP503","NGPG-WAUKA-EMR2","HP Universal Printing PCL 5","Wauka Mountain Map P4","172.19.17.156","172.19.17.0","WakauMtn-Data"
"216NGPHP512","NGPG-CLEV-I","HP Universal Printing PCL 5","NGPG Cleveland","172.19.34.186","172.19.34.0","Cleveland NGPG Data"
"207NGPHP514","","HP Universal Printing PCL 5","MED PARK BCA","172.19.52.169_1","172.19.52.0","OIC 3rd Floor Data"
"NGPG-MP12-OB-Ex-D","","HP Universal Printing PCL 5","MP12","172.19.72.103","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"MCN1G-RAD-B-P94E","bac","Xerox GPD PCL6 V3.9.520.6.0","Radiology","172.23.114.151","172.23.114.0","NPT1-3 DATA"
"207NGPHP513","","HP Universal Printing PCL 5","MP1 - 300 Front Desk Area","172.19.52.182","172.19.52.0","OIC 3rd Floor Data"
"NGPG-MP12-OB-Ex-C","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.102","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"207NGPHP512","","HP Universal Printing PCL 5","MP1","172.19.52.188","172.19.52.0","OIC 3rd Floor Data"
"NGPG-MP12-OB-Ex-B","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.101","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-DAL-LJ5","","HP Universal Printing PCL 5","NGPG Dahlonega","172.18.24.210","172.18.24.0","Foothills Clinic Data"
"404LB2XP001","","Xerox GPD PCL6 V3.9.520.6.0","","172.24.222.172","172.24.222.0","OAK-ADMIN-TRAILERS-DATA"
"207NGPHP504","Created by GRLEWIS","HP Universal Printing PCL 5","MP1 - 3rd Floor - Brooke Heath's Office","172.19.52.199","172.19.52.0","OIC 3rd Floor Data"
"LPCA2-LIF-B","CREATED BY BOBBY WOODY 6/18/14","Xerox GPD PCL6 V3.9.520.6.0","LPC ATRIUM-2 LIFELINE SUITE 285","172.22.10.161","172.22.10.0","Lanier Park IDF1 Data network"
"247TRAHP021","5/20/17 - APC","HP Universal Printing PCL 5","NGPG Trauma Clinic - Admin Office","172.25.107.175","172.25.107.0","NGPG-TRAUMA-Sherwood-Data"
"217NGPHP017","JASEWELL","HP Universal Printing PCL 5","NGPG WEST JACKSON","172.19.62.186","172.19.62.0","NGPG-West Jackson"
"207NGPHP067","","HP Universal Printing PCL 5","Med Park 1","172.19.53.90","172.19.52.0","OIC 3rd Floor Data"
"207NGPHP030","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.233","172.19.52.0","OIC 3rd Floor Data"
"234NGPHP003","JASEWELL","HP Universal Printing PCL 5","NGPG DAHLONEGA","172.17.55.185","172.17.55.0","Dahlonega PCN"
"216NGPHP021","","HP Universal Printing PCL 5","Procedure Room One NGPG CLeveland","172.19.34.222","172.19.34.0","Cleveland NGPG Data"
"207NGPHP029","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.232","172.19.52.0","OIC 3rd Floor Data"
"207NGPHP028","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.231","172.19.52.0","OIC 3rd Floor Data"
"FHMedstarReceptPrinter","Created by GRLEWIS - PowerShell","Lexmark Universal v2 PS3","","WSD-6b5a1be5-4251-4150-9313-2bdd806ef0d0.006d","Unknown PortName","Unknown"
"216NGPHP019","","HP Universal Printing PCL 5","","172.19.34.220","172.19.34.0","Cleveland NGPG Data"
"207NGPHP027","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.230","172.19.52.0","OIC 3rd Floor Data"
"216NGPHP018","","HP Universal Printing PCL 5","","172.19.34.219","172.19.34.0","Cleveland NGPG Data"
"207NGPHP026","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.229","172.19.52.0","OIC 3rd Floor Data"
"216NGPHP017","","HP Universal Printing PCL 5","","172.19.34.218","172.19.34.0","Cleveland NGPG Data"
"207NGPHP025","","HP Universal Printing PCL 5","","172.19.52.228","172.19.52.0","OIC 3rd Floor Data"
"216NGPHP016","","HP Universal Printing PCL 5","","172.19.34.217","172.19.34.0","Cleveland NGPG Data"
"207NGPHP024","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.227","172.19.52.0","OIC 3rd Floor Data"
"LCHLA-MDS-A","CREATED BY BOBBY WOODY 10-22-12","Xerox GPD PCL6 V3.9.520.6.0","LPC NEW HORIZONS MDS OFFICE","172.22.20.151","172.22.20.0","Lanier Park IDF2"
"226PEDLX500","","Lexmark Universal v2","NGPG Clayton Pediatrics","226PEDLX500","10.64.16.0","Data Vlan VID-500"
"225NGPHP006","jasewell","HP Universal Printing PCL 5","NGPG Wauka Mtn","172.19.17.191","172.19.17.0","WakauMtn-Data"
"216NGPHP015","","HP Universal Printing PCL 5","","172.19.34.216","172.19.34.0","Cleveland NGPG Data"
"207NGPHP023","","HP Universal Printing PCL 5","","172.19.52.226","172.19.52.0","OIC 3rd Floor Data"
"225NGPHP005","jasewell","HP Universal Printing PCL 5","NGPG Wauka Mtn","172.19.17.189","172.19.17.0","WakauMtn-Data"
"216NGPHP014","","HP Universal Printing PCL 5","","172.19.34.214","172.19.34.0","Cleveland NGPG Data"
"207NGPHP022","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.225","172.19.52.0","OIC 3rd Floor Data"
"225NGPHP004","jasewell","HP Universal Printing PCL 5","NGPG Wauka Mtn","172.19.17.187","172.19.17.0","WakauMtn-Data"
"216NGPHP013","","HP Universal Printing PCL 5","","172.19.34.213","172.19.34.0","Cleveland NGPG Data"
"207NGPHP021","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.224","172.19.52.0","OIC 3rd Floor Data"
"225NGPHP003","jasewell","HP Universal Printing PCL 5","NGPG Wauka Mtn","172.19.17.185","172.19.17.0","WakauMtn-Data"
"216NGPHP012","","HP Universal Printing PCL 5","","172.19.34.212","172.19.34.0","Cleveland NGPG Data"
"207NGPHP019","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.222","172.19.52.0","OIC 3rd Floor Data"
"207NGPHP018","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.221","172.19.52.0","OIC 3rd Floor Data"
"216NGPHP009","","HP Universal Printing PCL 5","","172.19.34.209","172.19.34.0","Cleveland NGPG Data"
"214CTSHP006","","HP Universal Printing PCL 5","","172.30.70.26","172.30.70.0","MOB Suite 360 23 bit networks"
"207NGPHP017","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.220","172.19.52.0","OIC 3rd Floor Data"
"216NGPHP008","","HP Universal Printing PCL 5","","172.19.34.208","172.19.34.0","Cleveland NGPG Data"
"214CTSHP005","jasewell 2/14/17","HP Universal Printing PCL 5","NGPG Cardiovascular Wisteria 380","172.30.70.160","172.30.70.0","MOB Suite 360 23 bit networks"
"207NGPHP016","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.219","172.19.52.0","OIC 3rd Floor Data"
"216NGPHP007","","HP Universal Printing PCL 5","","172.19.34.207","172.19.34.0","Cleveland NGPG Data"
"214CTSHP004","jasewell 2/14/17","HP Universal Printing PCL 5","NGPG Cardiovascular Wisteria 380","172.30.70.159","172.30.70.0","MOB Suite 360 23 bit networks"
"207NGPHP015","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.218","172.19.52.0","OIC 3rd Floor Data"
"OP-REG-XEROX-P926","fmp","Xerox GPD PCL6 V3.9.520.6.0","OP Ground Registration","172.20.20.177","172.20.20.0","OPT Ground Floor"
"216NGPHP006","","HP Universal Printing PCL 5","","172.19.34.206","172.19.34.0","Cleveland NGPG Data"
"214CTSHP003","jasewell 2/14/17","HP Universal Printing PCL 5","NGPG Cardiovascular Wisteria 380","172.30.70.157","172.30.70.0","MOB Suite 360 23 bit networks"
"207NGPHP012","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.214","172.19.52.0","OIC 3rd Floor Data"
"216NGPHP003","","HP Universal Printing PCL 5","","172.19.34.203","172.19.34.0","Cleveland NGPG Data"
"207NGPHP011","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.213","172.19.52.0","OIC 3rd Floor Data"
"216NGPHP002","","HP Universal Printing PCL 5","","172.19.34.202","172.19.34.0","Cleveland NGPG Data"
"207NGPHP010","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.212","172.19.52.0","OIC 3rd Floor Data"
"251FAMLX502","Lexmark E260dn    172.18.24.10","Lexmark Universal v2","Foothills Family Practice Reception","10.71.16.121","10.71.16.0","Data Vlan VID-500"
"216NGPHP001","","HP Universal Printing PCL 5","","172.19.34.201","172.19.34.0","Cleveland NGPG Data"
"207NGPHP009","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.211","172.19.52.0","OIC 3rd Floor Data"
"207NGPHP008","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.210","172.19.52.0","OIC 3rd Floor Data"
"207NGPHP007","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.209","172.19.52.0","OIC 3rd Floor Data"
"207NGPHP002","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.204","172.19.52.0","OIC 3rd Floor Data"
"NGPG-Clev-EX15","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 5","","172.19.34.192","172.19.34.0","Cleveland NGPG Data"
"207NGPHP001","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.203","172.19.52.0","OIC 3rd Floor Data"
"NGPG-Clev-EX14","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 5","","172.19.34.191","172.19.34.0","Cleveland NGPG Data"
"207IMGXR510","CCLANGMA  4/8/2019","Xerox GPD PCL6 V3.9.520.6.0","Gainesville Imaging Center","172.19.48.122","172.19.48.0","OIC 1st Floor Data"
"207IMGXR501","","Xerox GPD PCL6 V3.9.520.6.0","Gainesville Imaging Center","172.19.48.164","172.19.48.0","OIC 1st Floor Data"
"NGPG-DAC-E","created 12/5/14 jasewell","Xerox GPD PCL6 V3.9.520.6.0","NGPG Dacula","172.19.64.154","172.19.64.0","NGPG - Dacula Data"
"207IMGXR500","CCLANGMA - 3/5/2019","Xerox GPD PCL6 V3.9.520.6.0","Imaging Center Nurse Station","172.19.48.190_1","172.19.48.0","OIC 1st Floor Data"
"NGPG-DAC-D","created 12/5/14 jasewell","HP Universal Printing PCL 5","NGPG Dacula","172.19.64.153","172.19.64.0","NGPG - Dacula Data"
"207IMGHP507","Created by GRLEWIS","HP Universal Printing PCL 5","NGPG - Gainesville - Imaging Center","172.19.48.152","172.19.48.0","OIC 1st Floor Data"
"228NGPHP010","","HP Universal Printing PCL 5","Gainesville UC","172.19.2.229_1","172.19.2.0","Sherwood Plaza Location - Data"
"210NEUHP007","","HP Universal Printing PCL 5","Suite 340 Front Desk","10.82.176.21","10.82.176.0","Data Vlan VID-500"
